index_col,Company,TypeName,Inches,screen_size,resolution_width,resolution_height,ips_panel,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,price,ppi
780,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.5,8434.888,141
781,Dell,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,1.76,3539.888,112
782,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,2.1,2296.976,100
783,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.4,6067.072,141
784,HP,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.48,9794.576,157
785,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,6,SSD,256,0,Nvidia,windows,2.2,3699.344,141
786,Toshiba,Ultrabook,14,medium,1366,768,0,0,Intel,Core i5,2.5,4,SSD,128,0,Intel,windows,1.25,5110.6,112
787,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,512,0,Intel,windows,1.13,11716.936,157
788,Acer,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.7,5907.704,141
789,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,2.04,4777.696,141
790,HP,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.34,5574.8,166
791,Asus,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.1,5321.624,157
792,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2.4,4,HDD,1024,0,Intel,windows,2.4,2339.656,141
793,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.4,4,SSD,128,0,Intel,windows,2.18,2564.672,100
794,HP,2 in 1 Convertible,11.6,small,1366,768,0,1,Intel,Celeron Dual,1.1,8,Flash Storage,64,0,Intel,other,1.4,2320.912,135
795,Lenovo,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,128,0,Intel,windows,1.44,4130.72,166
796,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,1.64,3652.44,112
797,LG,Ultrabook,15.6,medium,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,512,0,Intel,windows,1.09,10779.208,141
798,HP,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.49,4501.112,166
799,Toshiba,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.3,4,SSD,128,0,Intel,windows,1.2,5602.96,166
800,Acer,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,16,SSD,256,0,Nvidia,windows,2.5,6090.568,141
801,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.7,7497.16,127
802,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.4,4,SSD,256,0,Intel,windows,1.48,5157.416,112
803,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.2,4678.784,141
804,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,2.6,6325,141
805,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.95,5649.776,157
806,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.2,5250.872,141
807,HP,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.6,8,SSD,256,0,Intel,windows,1.43,6793.864,157
808,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,SSD,128,0,Intel,windows,1.86,1964.512,100
809,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,1024,0,AMD,windows,2.18,3211.648,100
810,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,1.64,4919.64,157
811,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.4,5621.704,141
812,HP,Ultrabook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,AMD,windows,1.84,6081.152,141
813,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i3,2.4,4,HDD,500,0,Intel,windows,1.64,3207.072,112
814,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,16,Hybrid,128,1024,Nvidia,windows,3.21,9616.376,141
815,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,Flash Storage,256,0,Intel,windows,1.13,8791.2,157
816,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,2.5,8,SSD,512,0,Intel,windows,1.37,8556.768,166
817,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,1024,0,Nvidia,windows,2.65,4449.544,141
818,HP,Notebook,17.3,large,1920,1080,1,0,Intel,Core i3,2,4,SSD,256,0,AMD,windows,2.5,3277.384,127
819,Toshiba,Notebook,14,medium,1366,768,0,0,Intel,Pentium Dual,2.1,4,SSD,128,0,Intel,windows,1.75,2339.656,112
820,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,1.95,3422.232,100
821,HP,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,1.26,7215.824,176
822,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i7,1.8,8,SSD,512,0,Intel,windows,1.19,7028.296,166
823,Asus,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.1,6367.152,166
824,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.48,7454.92,157
825,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.9,16,Hybrid,256,1024,Nvidia,windows,3.49,13192.696,141
826,HP,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.54,8848.488,157
827,Dell,Notebook,14,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,1.76,2742.872,112
828,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,AMD,windows,1.86,2872.32,100
829,HP,Notebook,13.3,small,1366,768,0,0,Intel,Core i3,2.4,4,HDD,500,0,Intel,windows,1.49,3750.912,118
830,Acer,Netbook,11.6,small,1366,768,1,0,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel,other,1.35,1664.432,135
831,Toshiba,Notebook,13.3,small,1366,768,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.5,5673.272,118
832,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.4,4,SSD,256,0,Intel,windows,2.04,3610.2,100
833,Acer,Notebook,14,medium,1920,1080,1,0,Intel,Core i3,2.4,8,SSD,128,0,Intel,windows,1.5,2902.24,157
834,Razer,Gaming,17.3,large,3840,2160,0,1,Intel,Core i7,2.9,32,SSD,512,0,Nvidia,windows,3.49,25782.856,255
835,Lenovo,Notebook,17.3,large,3840,2160,1,0,Intel,Core i7,2.7,16,SSD,512,0,Nvidia,windows,2.4,13915.88,255
836,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,windows,2.2,2558.424,100
837,Lenovo,Ultrabook,14,medium,2560,1440,1,0,Intel,Core i7,2.6,16,SSD,512,0,Intel,windows,1.1,9841.48,210
838,Toshiba,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.47,6986.056,157
839,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia,linux,2.1,2433.376,141
840,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.43,10450.968,157
841,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.7,5560.72,157
842,HP,Notebook,17.3,large,1920,1080,1,0,AMD,A10-Series 9600P,2.4,6,HDD,2048,0,AMD,windows,2.65,2667.808,127
843,Dell,2 in 1 Convertible,15.6,medium,1920,1080,1,1,Intel,Core i3,2.3,4,HDD,1024,0,Intel,windows,2.08,3732.08,141
844,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,1.32,7736.256,157
845,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel,windows,2.1,1490.984,100
846,Toshiba,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.2,7454.92,166
847,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,3.21,13009.216,141
848,HP,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.11,5387.272,166
849,Acer,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel,other,1.45,1758.24,112
850,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.9,11341.792,127
851,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,1.64,5558.08,157
852,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.7,3277.384,157
853,Toshiba,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.4,4,HDD,500,0,Intel,windows,2,3136.672,100
854,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.4,8,HDD,500,0,Intel,windows,2.09,4906.352,141
855,Lenovo,Ultrabook,12.5,small,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.36,7736.256,176
856,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Celeron Quad,1.6,4,Flash Storage,16,0,Intel,other,1.5,1523.808,112
857,HP,Ultrabook,12.5,small,1366,768,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.26,7309.632,125
858,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,128,0,Intel,windows,2.3,2766.28,141
859,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.31,5574.8,112
860,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,2.31,5462.248,141
861,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.6,16,Hybrid,512,1024,Nvidia,windows,2.73,8434.888,127
862,HP,Workstation,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,HDD,500,0,Nvidia,windows,3.14,8945.904,127
863,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,1.95,4969.976,112
864,Dell,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,32,Hybrid,512,1024,Nvidia,windows,4.42,14407.712,127
865,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Intel,windows,2.18,3319.8,100
866,Lenovo,2 in 1 Convertible,14,medium,2560,1440,0,1,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.42,12143.56,210
867,Dell,Ultrabook,13.3,small,3200,1800,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.29,7614.376,276
868,HP,Notebook,17.3,large,1600,900,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,windows,2.63,4266.68,106
869,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,SSD,128,0,Intel,windows,2.18,3347.608,100
870,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,1.95,5387.272,112
871,HP,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,512,0,Intel,windows,1.54,8767.792,157
872,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel,windows,2.2,1448.832,100
873,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,4,SSD,256,0,AMD,windows,2.18,3464.912,141
874,Toshiba,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.5,4562.008,166
875,HP,2 in 1 Convertible,11.6,small,1366,768,0,1,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,other,1.4,2883.496,135
876,Acer,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel,windows,1.4,1261.216,135
877,HP,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,1.26,7403.352,176
878,HP,Notebook,17.3,large,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.63,5063.696,127
879,Asus,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i5,2.3,8,SSD,512,0,Nvidia,windows,1.45,4810.52,166
880,HP,Notebook,14,medium,1366,768,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.64,4562.008,112
881,HP,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.28,10676.072,166
882,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,HDD,1024,0,Intel,N/A,1.86,1354.584,100
883,HP,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,512,0,Intel,windows,1.54,6882.92,157
884,Lenovo,2 in 1 Convertible,13.3,small,3200,1800,1,1,Intel,Core i7,2.2,16,SSD,1024,0,Intel,windows,1.3,8434.888,276
885,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,SSD,128,0,Intel,N/A,1.86,1401.928,100
886,Toshiba,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.3,4,SSD,128,0,Intel,windows,1.47,5180.912,157
887,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,2.1,8903.752,141
888,Dell,Notebook,17.3,large,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,AMD,linux,2.83,4055.656,127
889,HP,Netbook,12.5,small,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.26,7825.312,176
890,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,windows,2.18,2619.056,100
891,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.2,5621.704,141
892,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,1.96,8922.496,157
893,Dell,Gaming,17.3,large,2560,1440,0,0,Intel,Core i7,2.7,16,Hybrid,512,1024,Nvidia,windows,4.36,12931.248,170
894,Asus,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,2.3,3689.928,141
895,HP,Gaming,17.3,large,1920,1080,1,0,Intel,Core i5,2.3,8,Hybrid,128,1024,Nvidia,windows,2.75,6559.432,127
896,Lenovo,2 in 1 Convertible,14,medium,1920,1080,0,1,Intel,Core i7,2.7,16,SSD,512,0,Intel,windows,1.38,8200.456,157
897,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,128,0,Intel,windows,1.9,4430.8,141
898,Asus,Notebook,17.3,large,1600,900,0,0,Intel,Pentium Quad,1.6,4,HDD,1024,0,Nvidia,windows,2.8,2484.944,106
899,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel,windows,2,2105.224,100
900,Asus,2 in 1 Convertible,12.5,small,1920,1080,0,1,Intel,Core M,0.9,4,Flash Storage,64,0,Intel,other,1.2,3136.672,176
901,HP,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i7,2.8,8,SSD,256,0,Intel,windows,1.28,11998.272,166
902,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.23,2902.24,100
903,Acer,Notebook,15.6,medium,1366,768,0,0,AMD,A9-Series 9420,3,6,HDD,1024,0,AMD,windows,2.1,1917.696,100
904,Dell,Notebook,13.3,small,1920,1080,0,1,Intel,Core i5,2.3,8,HDD,1024,0,Intel,windows,1.62,3042.952,166
905,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.7,5587.912,127
906,Toshiba,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,2.2,5246.56,100
907,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.95,5602.96,157
908,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,N/A,2.2,2198.944,141
909,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.84,5762.328,141
910,Lenovo,2 in 1 Convertible,11.3,small,1920,1080,1,1,Intel,Core M,1.2,8,SSD,256,0,Intel,windows,1.1,6090.568,195
911,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,HDD,1024,0,Intel,windows,2.3,3988.424,141
912,HP,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.26,6325,176
913,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.6,8,SSD,256,0,AMD,windows,1.84,6325,141
914,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.04,3478.992,100
915,Lenovo,Gaming,15.6,medium,1920,1080,1,0,AMD,FX 8800P,2.1,16,Hybrid,512,1024,AMD,windows,2.5,4683.976,141
916,Toshiba,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,128,0,Intel,windows,1.05,6024.92,166
917,Toshiba,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.6,8,SSD,256,0,Intel,windows,1.47,8087.904,157
918,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.4,8,SSD,256,0,Intel,windows,2.09,4983.792,141
919,Dell,Ultrabook,12.5,small,1920,1080,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.36,6902.632,176
920,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.64,4737.92,157
921,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,N/A,2.5,4768.368,141
922,Dell,Ultrabook,13.3,small,3200,1800,0,1,Intel,Core i7,2.5,16,SSD,512,0,Intel,windows,1.29,10502.536,276
923,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia,N/A,2.2,3211.736,141
924,Lenovo,2 in 1 Convertible,15.6,medium,1920,1080,1,1,Intel,Core i7,2.5,4,SSD,256,0,Intel,windows,1.8,3971.264,141
925,Vero,Notebook,14,medium,1366,768,0,0,Intel,Atom X5-Z8350,1.4,2,Flash Storage,32,0,Intel,windows,1.45,988.328,112
926,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,2.07,4266.68,141
927,Dell,Notebook,17.3,large,1600,900,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,windows,2.36,3089.856,106
928,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.5,16,SSD,256,0,Nvidia,windows,2.4,6681.312,141
929,Toshiba,Ultrabook,13.3,small,1366,768,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.2,5134.096,118
930,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,2.3,4921.224,141
931,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.37,9142.848,166
932,Acer,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,32,0,Intel,other,1.68,1636.36,112
933,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.3,4,HDD,500,0,Intel,windows,1.54,4688.64,157
934,Acer,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.56,4229.192,157
935,HP,Workstation,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,8,0,Nvidia,windows,2,10544.776,141
936,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.4,8,Hybrid,256,500,Intel,windows,1.84,9861.808,141
937,Dell,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Intel,windows,1.36,8322.336,157
938,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.43,6887.584,157
939,Dell,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia,windows,2.23,8336.416,141
940,MSI,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.7,16,Hybrid,256,1024,Nvidia,windows,3.78,7246.976,127
941,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.38,4946.48,100
942,Toshiba,Notebook,13.3,small,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.2,6845.432,166
943,Asus,2 in 1 Convertible,12.5,small,1920,1080,0,0,Intel,Core M,1.2,8,Flash Storage,64,0,Intel,other,1.2,5434.176,176
944,Toshiba,Ultrabook,13.3,small,1920,1080,0,1,Intel,Core i7,2.5,16,SSD,512,0,Intel,windows,1.36,8800.616,166
945,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,AMD,N/A,2.2,2245.848,141
946,Lenovo,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.6,8,SSD,256,0,Intel,windows,1.7,6981.304,157
947,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,windows,2.56,3839.968,141
948,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,2,6507.864,141
949,Dell,Gaming,17.3,large,3840,2160,1,0,Intel,Core i7,2.8,16,Hybrid,512,1024,Nvidia,windows,4.36,14787.96,255
950,Lenovo,Notebook,13.3,small,1920,1080,1,0,Intel,Core i3,2.4,4,SSD,180,0,Intel,windows,1.44,3446.168,166
951,Samsung,Ultrabook,15,medium,1920,1080,0,0,Intel,Core i7,2.7,16,SSD,256,0,Nvidia,windows,1.23,8669.32,147
952,Lenovo,Notebook,15.6,medium,1920,1080,0,0,AMD,A9-Series 9420,2.9,4,SSD,256,0,AMD,windows,2.2,1870.792,141
953,Lenovo,Notebook,15.6,medium,1366,768,0,0,AMD,A12-Series 9720P,3.6,8,HDD,1024,0,AMD,windows,2.2,2011.416,100
954,Dell,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,1.2,8,SSD,256,0,Intel,windows,1.24,8903.752,166
955,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,1024,1024,Intel,windows,2.1,2913.768,141
956,Dell,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Intel,windows,1.6,7923.784,176
957,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel,linux,2,1870.704,100
958,Xiaomi,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i5,2.3,8,SSD,256,0,Nvidia,windows,1.28,4383.896,166
959,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,Hybrid,128,1024,Nvidia,windows,2.18,4278.384,141
960,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,2.04,3933.776,141
961,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,N/A,1.9,2109.888,100
962,HP,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.28,7970.688,166
963,HP,2 in 1 Convertible,15.6,medium,1366,768,0,1,Intel,Core i5,2.5,4,HDD,500,0,Intel,windows,2.3,3210.768,100
964,Asus,Notebook,14.1,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.65,1631.608,111
965,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2.18,3727.504,141
966,Lenovo,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.6,16,Hybrid,128,1024,Nvidia,windows,4.6,10736.968,127
967,Acer,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,1.6,1,SSD,256,0,Intel,windows,1.6,4683.976,166
968,Lenovo,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.5,8,HDD,1024,0,Nvidia,windows,2.2,3136.672,141
969,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.6,4,HDD,500,0,Intel,windows,2.2,1730.08,100
970,Asus,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel,other,1.2,1349.832,135
971,HP,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i5,2.5,4,SSD,256,0,Intel,windows,1.28,8434.888,166
972,Lenovo,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.5,16,SSD,512,0,Nvidia,windows,2.18,8697.392,141
973,Lenovo,Notebook,14,medium,2560,1440,1,0,Intel,Core i7,2.6,16,SSD,256,0,Intel,windows,1.1,12284.272,210
974,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.8,5584.128,157
975,HP,Notebook,17.3,large,1920,1080,1,0,AMD,A10-Series 9620P,2.5,6,HDD,2048,0,AMD,windows,2.71,3071.112,127
